local_path,cloudinary_public_id,cloudinary_url,bytes
"images/board/Dania.jpg","cess/images/board/Dania","https://res.cloudinary.com/dgyceisf/image/upload/v1788324876/cess/images/board/Dania.jpg",183759
"images/board/esaa.jpg","cess/images/board/esaa","https://res.cloudinary.com/dgyceisf/image/upload/v1788324877/cess/images/board/esaa.jpg",95817
"images/board/ethar.jpg","cess/images/board/ethar","https://res.cloudinary.com/dgyceisf/image/upload/v1788324877/cess/images/board/ethar.jpg",97639
"images/board/khallad.jpg","cess/images/board/khallad","https://res.cloudinary.com/dgyceisf/image/upload/v1788324878/cess/images/board/khallad.jpg",149412
"images/board/kho.jpg","cess/images/board/kho","https://res.cloudinary.com/dgyceisf/image/upload/v1788324878/cess/images/board/kho.jpg",105576
"images/board/maab.png","cess/images/board/maab","https://res.cloudinary.com/dgyceisf/image/upload/v1788324879/cess/images/board/maab.png",886765
"images/board/MAF.jpg","cess/images/board/MAF","https://res.cloudinary.com/dgyceisf/image/upload/v1788324880/cess/images/board/MAF.jpg",166936
"images/board/MK.jpg","cess/images/board/MK","https://res.cloudinary.com/dgyceisf/image/upload/v1788324880/cess/images/board/MK.jpg",168152
"images/board/moashraf.jpg","cess/images/board/moashraf","https://res.cloudinary.com/dgyceisf/image/upload/v1788324881/cess/images/board/moashraf.jpg",88762
"images/board/moatif.jpg","cess/images/board/moatif","https://res.cloudinary.com/dgyceisf/image/upload/v1788324882/cess/images/board/moatif.jpg",298049
"images/board/mosabOsman.jpg","cess/images/board/mosabOsman","https://res.cloudinary.com/dgyceisf/image/upload/v1788324883/cess/images/board/mosabOsman.jpg",230685
"images/board/musab-modawi.jpg","cess/images/board/musab-modawi","https://res.cloudinary.com/dgyceisf/image/upload/v1788324884/cess/images/board/musab-modawi.jpg",1540416
"images/board/mustafa.jpg","cess/images/board/mustafa","https://res.cloudinary.com/dgyceisf/image/upload/v1788324884/cess/images/board/mustafa.jpg",527607
"images/board/Muzan.jpg","cess/images/board/Muzan","https://res.cloudinary.com/dgyceisf/image/upload/v1788324885/cess/images/board/Muzan.jpg",284501
"images/board/ola.jpg","cess/images/board/ola","https://res.cloudinary.com/dgyceisf/image/upload/v1788324886/cess/images/board/ola.jpg",170511
"images/board/omarAhmed.jpg","cess/images/board/omarAhmed","https://res.cloudinary.com/dgyceisf/image/upload/v1788324887/cess/images/board/omarAhmed.jpg",59924
"images/board/omarbakri.jpg","cess/images/board/omarbakri","https://res.cloudinary.com/dgyceisf/image/upload/v1788324887/cess/images/board/omarbakri.jpg",598082
"images/board/osman.jpg","cess/images/board/osman","https://res.cloudinary.com/dgyceisf/image/upload/v1788324888/cess/images/board/osman.jpg",129466
"images/board/raneem.jpg","cess/images/board/raneem","https://res.cloudinary.com/dgyceisf/image/upload/v1788324889/cess/images/board/raneem.jpg",216432
"images/board/rayan.jpg","cess/images/board/rayan","https://res.cloudinary.com/dgyceisf/image/upload/v1788324890/cess/images/board/rayan.jpg",201641
"images/board/Sohila.jpg","cess/images/board/Sohila","https://res.cloudinary.com/dgyceisf/image/upload/v1788324890/cess/images/board/Sohila.jpg",53313
"images/board/tag.jpg","cess/images/board/tag","https://res.cloudinary.com/dgyceisf/image/upload/v1788324892/cess/images/board/tag.jpg",41409
"images/board/tawasul.jpg","cess/images/board/tawasul","https://res.cloudinary.com/dgyceisf/image/upload/v1788324892/cess/images/board/tawasul.jpg",65631
"images/cess-lockup-white.png","cess/images/cess-lockup-white","https://res.cloudinary.com/dgyceisf/image/upload/v1788324894/cess/images/cess-lockup-white.png",189397
"images/Departments/academic.jpg","cess/images/Departments/academic","https://res.cloudinary.com/dgyceisf/image/upload/v1788324900/cess/images/Departments/academic.jpg",50313
"images/Departments/cutural.jpg","cess/images/Departments/cutural","https://res.cloudinary.com/dgyceisf/image/upload/v1788324901/cess/images/Departments/cutural.jpg",133389
"images/Departments/practical.jpg","cess/images/Departments/practical","https://res.cloudinary.com/dgyceisf/image/upload/v1788324901/cess/images/Departments/practical.jpg",120133
"images/Departments/sport.jpg","cess/images/Departments/sport","https://res.cloudinary.com/dgyceisf/image/upload/v1788324902/cess/images/Departments/sport.jpg",45113
"images/events/cessconn3.jpg","cess/images/events/cessconn3","https://res.cloudinary.com/dgyceisf/image/upload/v1788324903/cess/images/events/cessconn3.jpg",93422
"images/events/event-traffic.jpg","cess/images/events/event-traffic","https://res.cloudinary.com/dgyceisf/image/upload/v1788324903/cess/images/events/event-traffic.jpg",61040
"images/events/ice.jpg","cess/images/events/ice","https://res.cloudinary.com/dgyceisf/image/upload/v1788324904/cess/images/events/ice.jpg",295135
"images/events/Icec-event.jpg","cess/images/events/Icec-event","https://res.cloudinary.com/dgyceisf/image/upload/v1788324905/cess/images/events/Icec-event.jpg",119278
"images/events/naffaj.jpg","cess/images/events/naffaj","https://res.cloudinary.com/dgyceisf/image/upload/v1788324906/cess/images/events/naffaj.jpg",179352
"images/HomeCenter.png","cess/images/HomeCenter","https://res.cloudinary.com/dgyceisf/image/upload/v1788324907/cess/images/HomeCenter.png",2619119
"images/projects/cessconn3 (1).jpg","cess/images/projects/cessconn3_1","https://res.cloudinary.com/dgyceisf/image/upload/v1788324910/cess/images/projects/cessconn3_1.jpg",93422
"images/projects/hub.jpg","cess/images/projects/hub","https://res.cloudinary.com/dgyceisf/image/upload/v1788324910/cess/images/projects/hub.jpg",179352
"images/projects/res.jpg","cess/images/projects/res","https://res.cloudinary.com/dgyceisf/image/upload/v1788324911/cess/images/projects/res.jpg",109352
"images/touch.jpg","cess/images/touch","https://res.cloudinary.com/dgyceisf/image/upload/v1788324912/cess/images/touch.jpg",193216
